3125.9714 11.570
3128.0537 11.550
3130.1359 11.564
3132.2182 11.581
3134.3005 11.575
3136.3828 11.554
3138.4650 11.522
3140.5473 11.510
3142.6296 11.524
3144.7118 11.520
3146.7941 11.474
3148.8764 11.450
3150.9587 11.454
3153.0409 11.444
3155.1232 11.433
3157.2055 11.431
3159.2877 11.427
3161.3700 11.398
3163.4523 11.352
3165.5345 11.327
3167.6168 11.330
3169.6991 11.366
3171.7814 11.414
3173.8636 11.430
3175.9459 11.440
3178.0282 11.456
3180.1104 11.454
3182.1927 11.440
3184.2750 11.418
3186.3573 11.388
3188.4395 11.342
3190.5218 11.330
3192.6041 11.330
3194.6863 11.336
3196.7686 11.348
3198.8509 11.361
3200.9332 11.354
3203.0154 11.340
3205.0977 11.342
3207.1800 11.375
3209.2622 11.393
3211.3445 11.391
3213.4268 11.366
3215.5090 11.373
3217.5913 11.408
3219.6736 11.430
3221.7559 11.419
3223.8381 11.376
3225.9204 11.370
3228.0027 11.382
3230.0849 11.386
3232.1672 11.318
3234.2495 11.330
3236.3318 11.349
3238.4140 11.357
3240.4963 11.339
3242.5786 11.343
3244.6608 11.366
3246.7431 11.383
3248.8254 11.366
3250.9077 11.390
3252.9899 11.409
3255.0722 11.417
3257.1545 11.413
3259.2367 11.435
3261.3190 11.441
3263.4013 11.423
3265.4836 11.390
3267.5658 11.396
3269.6481 11.404
3271.7304 11.405
3273.8126 11.405
3275.8949 11.429
3277.9772 11.455
3280.0594 11.447
3282.1417 11.416
3284.2240 11.389
3286.3063 11.368
3288.3885 11.362
3290.4708 11.365
3292.5531 11.370
3294.6353 11.361
3296.7176 11.367
3298.7999 11.369
3300.8822 11.356
3302.9644 11.339
3305.0467 11.333
3307.1290 11.339
3309.2112 11.352
3311.2935 11.366
3313.3758 11.339
3315.4581 11.327
3317.5403 11.341
3319.6226 11.377
3321.7049 11.401
3323.7871 11.387
3325.8694 11.351
3327.9517 11.319
3330.0339 11.366
3332.1162 11.396
3334.1985 11.398
3336.2808 11.370
3338.3630 11.389
3340.4453 11.398
3342.5276 11.395
3344.6098 11.380
3346.6921 11.366
3348.7744 11.336
3350.8567 11.297
3352.9389 11.271
3355.0212 11.312
3357.1035 11.344
3359.1857 11.348
3361.2680 11.338
3363.3503 11.342
3365.4326 11.360
3367.5148 11.367
3369.5971 11.366
3371.6794 11.356
3373.7616 11.334
3375.8439 11.322
3377.9262 11.316
3380.0084 11.313
3382.0907 11.330
3384.1730 11.346
3386.2553 11.352
3388.3375 11.350
3390.4198 11.352
3392.5021 11.373
3394.5843 11.370
3396.6666 11.349
3398.7489 11.352
3400.8312 11.371
3402.9134 11.369
3404.9957 11.347
3407.0780 11.313
3409.1602 11.319
3411.2425 11.328
3413.3248 11.342
3415.4071 11.359
3417.4893 11.328
3419.5716 11.314
3421.6539 11.317
3423.7361 11.334
3425.8184 11.338
3427.9007 11.345
3429.9830 11.366
